id,nombres,apellidos,sentencia_id
674,Rey Alba,Laura Carolina,5827
675,Puentes Tejada,Jenny Tatiana,5827
676,Diazgranados Ordoñez,Gabriel Francisco ,5827
677,González,Olga,5828
678,Hoyos Celis,Wendy Liliana,5829
679,Muñoz Marroquín,Diego,5829
680,Acuña García,Luis Alejandro,5829
681,Jaramillo,Humberto Jairo,5829
682,Pinzón Flórez,Nerly Rocío,5830
683,Velasco,Juan Carlos,5830
684,Torres Restrepo,Laura María,5830
685,Bertel García,Cesar Camilo,5831
686,Castillo Sevillano,Anderson Fernando,5832
687,Hoyos Jiménez ,Catalina,5834
688,Duarte Manrique,José Luis,5834
689,Torres Restrepo,Laura María,5836
690,Rodríguez,Francisco,5836
691,Heredia Ortiz,Ruth Vanesa,5836
692,Rodríguez Pérez,Maribel,5840
693,Díaz Currea,Andrés David,5840
694,Rincón Buitrago,Nancy,5840
695,Bejarano Ayala,Luis Alejandro,5840
696,Bernal Calle,Rubén Darío,5840
697,Rodriguez Olmos,Javier Mauricio,5842
698,Duque Martínez,Ingrid,5858
699,Gómez,María Eugenia,5861
700,Carabali Rentería,Yisel,5870
701,"Calderón,",Yeimi Viviana,5870
702,Belalcazar,Dulce,5870
703,Cantillo,Irene,5870
704,Palacios,Ana Beiba,5870
705,Canosa Suárez,Ulises,5877
706,Jiménez Valderrama,Fernando Augusto,5877
707,Saffón Sanín,María Paula,5878
708,Alfonso Sierra,Andrea,5878
709,Sánchez Estrada,María Eugenia,5879
710,Trujillo,Ana María,5880
711,Rozo,Gabriel,5880
712,Sanabria,Alejandro,5880
713,Villamil,Daniel,5880
714,Corredor,Daniela,5880
715,Segura, luisa Fernanda,5886
716,Camargo Rodríguez,Delmis Omar,5886
717,Mago,Irina,5887
718,Cobo,Oscar Fernando,5887
719,Vasquez,Andres Felipe,5887
720,Unigarro,Maria Elena,5887
721,Morales Sáenz,Magda Patricia,5888
722,Vallejo Molina,Juan Pablo,5888
723,Aguirre Mazo,Walter Leandro,5888
724,Yepes,Alberto,5888
725,Gómez ,Erika,5888
726,Guerra De La Espriella,María Del Rosario ,5891
727,Bermúdez Rodríguez,Martha Ibeth,5892
728,Gómez Jiménez,Carlos José,5894
729,Arboleda Perdomo,Enrique José,5895
730,Vallejo Molina,Juan Pablo,5896
731,Pérez Arango,Ricardo,5902
732,Cruz De Quiñones,Lucy,5902
733,Echeverri Quintana,Eudoro,5903
734,Mora Quiñonez,Francisco Edilberto,5906
735,Caicedo Ramirez,Mary Luz,5908
736,Pulgarin Loaiza,Maria Eugenia,5908
737,Díaz Lotero,Carlos Julio,5912
738,Sanín Vásquez,José Luciano,5912
739,Larios Giraldo,Robinson,5912
740,Muñoz,Sandra Milena,5912
741,Castañeda Ravelo,Carlos Ernesto,5912
742,Luque Fandiño,César Augusto,5916
743,Valencia Barrera,Mario Alejandro,5916
744,Oñate Acosta,Tatiana,5921
745,Aguiedo Gómez,Juan Sebastián,5922
746,Barrera Hernández,Zaira Andrea,5922
747,Saavedra Zafra,Carlos Abel,5924
748,Ramírez Del Castillo,Carlos Augusto,5924
749,Velasco Guerrero,María Antonia,5926
750,Vallejo Molina,Juan Pablo,5930
751,Olano García,Hernán Alejandro,5931
752,Said Barguil,Milad,5931
753,Parra Roa,Gabriela Patricia,5933
754,Franco,Luisa Moreno,5933
755,Delgado,Felipe Novoa,5933
756,Laverde Cortés,Juan Sebastián,5938
757,Buenhombre Moreno,Edwin Alejandro,5939
758,Rosero Narváez,Karen Daniela,5939
759,Pérez Arango,Ricardo,5944
760,Valencia Giraldo,Daniel,5945
761,Castro Capera,Gustavo Adolfo,5947
762,Roa Salguero,David Alonso,5947
763,Duque Gómez,Gerardo Antonio,5948
764,Laverde Cortès,Juan Sebastiàn,5951
765,Cubillos Velandia,Ramiro,5954
766,Bustos Galvis,Ángela,5958
767,Pachón Arcos,Héctor Guillermo,5958
768,Gutiérrez Samiento,Carlos Enrique,5962
769,Cardona González,Juan Pablo,5964
770,Valencia Laserna,Paloma,5966
771,Lopez Hernandez,Claudia,5967
772,Rodríguez Vargas,Ferney Yesyd,5969
773,Osorio Reyes,Jorge Enrique,5969
774,Cubillos Velandia,Ramiro,5969
775,Medina Sánchez,Edgar,5969
776,Espíndola Gómez,Claudia Milena,5969
777,Andrea Carolina,Ruíz Rodríguez,5971
778,Asley Ivanov,Navarro Florián,5972
779,Gustavo de Jesús,Gómez Gutiérrez,5972
780,Adriana,Vélez Pardo,5972
781,José Ramiro,Pachón,5972
782,Jesús María,Almeyda Franco,5972
783,Gerardo Antonio,Duque Gómez,5974
784,Magda Patricia,Morales Sáenz,5976
785,Walter Leandro,Aguirre Mazo,5976
786,Juan Pablo,Vallejo Molina,5976
787,Alberto,Yepes,5976
788,Erika,Gómez,5976
789,Alejandro,Aponte Cardona,5977
790,Diego Fernando,Tarapués Sandino,5977
791,Antonio José,Lizarazo Ocampo,5977
792,Diana María,Dajer Barguil,5977
793,José Octavio,Hoyos Gómez,5977
794,Camilo Eduardo,Velásquez Turbay,5978
795,Aida,Irreño Oliveros,5978
796,José Rodolfo,Zanguña Rojas,5978
797,Hector José,Romero Murcia,5978
798,Manuel,González Hurtado,5978
799,Eudoro,Echeverri Quintana,5979
800,Pedro Antonio,Herrera Miranda,5980
801,Martha,Hernández Pérez,5982
802,Lucy,Moreno Perea,5982
803,Lady,Ruiz López,5982
804,Stephanie,Lora Celedon,5982
805,Leydy,Forero Pinzón,5982
806,Mauricio,Pava Lugo,5983
807,Juan Sebastián,Serna Cardona,5983
808,Ximena,Peñafort Garcés,5984
809,Marco Aurelio,Quintero Machado,5984
810,Elmer,Ramiro Silva,5985
811,Nestor,Restrepo Roldan,5986
812,Carlos Arturo,León Ardila,5986
813,Jaime,Moreno García,5986
814,Carlos Eduardo,Naranjo Flórez,5997
815,Jaime,Córdoba Triviño,5997
816,Giovanni,Padilla Téllez,6000
817,Bernardo de Jesús,Parrado Torres,6000
818,Luz Mary,Suárez Ortiz,6000
819,Doris,Madero Mendoza,6000
820,Ivaña Rocio,Olivera de la Ossa,6007
821,Cesar Raúl,Granados Vásquez,6007
822,Edgar,Botero Cárdenas,6007
823,Yefferson Mauricio,Dueñas,6008
824,Víctor Alberto,Guerrero Lozano,6009
825,Gelasio,Cardona Serna,6011
826,Carlos José,Duica,6011
827,Oscar,González Izquierdo,6011
828,Carlos,Moreno Novoa,6011
829,Francisco,Pereira R,6011
830,Jaime,Horta Diaz,6012
831,Alfredo,Vazquez Carrizosa,6012
832,Rafael,Barrios Mendivil,6012
833,Alirio,Uribe Muñoz,6012
834,Ramiro,Bejarano Guzmán,3954
835,Ramiro,Bejarano Guzmán,3931
836,Giovanna,Rey Anaya,3893
837,Manuel,Fernández Díaz,3838
838,Manuel,Fernández Díaz,3837
839,Christian Fernando,Cardona Nieto,3835
840,Manuel,Fernández Díaz,3832
841,Manuel,Fernández Díaz,3830
842,Oscar José,Dueñas Ruiz,3829
843,Ricardo,Barrios Zuluaga,3828
844,Ramiro,Bejarano Guzmán,3827
845,Mauricio,González Cuervo,3824
846,Daniel Andrés,Barahona,3823
847,Luis Miguel,Cubillos,3823
848,Mauricio,Gallo García,3823
849,Iván Guillermo,Molina,3823
850,Fernando,Henao,3496
851,Blanca Isabel,García López,3615
852,Douglas,Velásquez Jácome,3563
853,Blanca Irene,López Garzón,6015
854,Ramiro,Bejarano Guzmán,6015
855,Ramiro,Cubillos Velandia,6015
856,Ramiro,Cubillos Velandia,6016
857,Daniela Estefnía,González Rico,6016
858,Juan Diego,Buitrago Galindo,6021
859,Ramiro,Cubillos Velandia,6025
860,Pompeyo,Paz Cuesta,6026
861,Maria Teresa,Palacios Sanabria,6032
862,Gabriel,Palencia,6037
863,Cesar,Fernández,6037
864,Carlos,Castillo,6037
865,José Fernando,Sandoval Gutiérrez,6041
866,Uriel,Salcedo Figueroa,6042
867,Ramiro,Cubillos Velandia,6043
868,Ramiro,Cubillo Velandia,6049
869,Ramiro,Cubillos Velandia,6050
870,Anderson Albeiro,Cubillos Velandia,6050
871,Yeini Sulaidi,Silva Antury,6056
872,Jesús Anibal,Torres Acuña,6056
873,Paula,Franco Bohorquez,6056
874,José Leonardo,Urquijo Ospina,6056
875,Sandra Lisbeth,Ávila,6056
876,Ramiro,Cubillos Velandia,6057
877,Ramiro,Cubillos Velandia,6059
878,Arturo Daniel,López Coba,6059
879,Diana Paola,Martínez Acosta,6060
880,Mitzy Liliana,Beltrán Leal,6060
881,Andrés Enrique,Hidalgo Andrade,6060
882,Felipe Alejandro,García Ávila,6060
883,Juan Diego,Buitrago Galindo,6060
884,Camilo Andrés,Rodríguez Perilla,6067
885,Ramiro,Cubillos Velandia,6073
886,Camilo Andrés,Rodríguez Perilla,6074
887,David,Barguil Assis,6078
888,Jorge Andrés,González Cetina,6081
889,Jorge Enrique,Osorio Reyes,6081
890,Jorge Hernán,Beltrán Pardo,6086
891,Jorge,Kenneth Burbano Villamarín,6087
892,Carlos Gilberto,Cadavid Valencia,6091
893,Fabio Orlando,Tavera Oviedo,6091
894,Cristian Guillermo,Ortiz,6091
895,María Fernanda,Infante Murcia,6110
896,Juan Diego,Buitrago Galindo,6116
897,Félix Arturo,Palacios Arenas,6118
898,Juan Pablo,Cardona González,6118
899,Luis Enrique,Rubiano,6118
900,Oscar Iván,"Garzón Guevara,",6125
901,Juan Diego,Buitrago Galindo,6127
902,Dagoberto,Páez Marroquín[,6131
903,Mauricio,Franco Rodríguez,6131
904,Italo,Giuseppe Romeo Serani Triana,6135
905,María Fernanda,Lenis Hernández,6139
906,Gloria,Madeleine,6149
